STAID,POS,PPT_MM,PET_MM,YLD_MM,yieldmm,USGS_RC,WAS_RC,tmax,tmin,p,swe,tmaxdvar,tmindvar,pdvar,swedvar
12358500,1980-01-01T05:00:00Z,127.153295758254,7.69343659229236,10.4195699725288,9.88554504256609,0.0777450948763506,0.0819449461407489,-6.21378,-19.0715,117.992,6769.21,70.0918,135.97,30.1023,1043.73
12358500,1980-02-01T05:00:00Z,105.597420498244,13.043065850665,5.58736940306982,8.84837856201394,0.0837935104878922,0.0529119875912381,1.01178,-10.6262,83.7921,7757.51,37.9379,49.661,11.9322,349.028
12358500,1980-03-01T05:00:00Z,146.381849130598,17.1221900823296,1.5512003274441,11.6926786134158,0.079877926688738,0.0105969444754053,-0.184874,-9.35378,127,10144.2,20.4249,46.3556,14.6833,229.922
12358500,1980-04-01T05:00:00Z,98.6132343953072,34.6132503411681,60.707964491465,109.188824975881,1.10724311645818,0.615616807051549,11.1718,-2.79074,83.7191,10567.6,43.7187,16.4268,23.0041,196.496
12358500,1980-05-01T04:00:00Z,169.571314610506,51.3853457510289,234.452347759807,287.784564463319,1.69712999586246,1.38261797579578,15.1505,0.839707,174.739,8908.67,17.3342,11.5529,116.622,470.528
12358500,1980-06-01T04:00:00Z,147.232788305549,59.2249844928876,194.384482882234,176.551372813091,1.19913081077224,1.32025267686184,18.1678,2.06335,156.645,6603.86,22.1822,6.81441,44.4307,459.629
12358500,1980-07-01T04:00:00Z,35.0609815549696,75.7673740245678,104.103162948422,66.1672259543263,1.88720403764474,2.96920275278678,23.0485,3.83729,32.5527,4572.62,17.1557,6.66133,4.01055,389
12358500,1980-08-01T04:00:00Z,91.3482869530026,57.2273444434878,51.4786869751487,30.0678391737599,0.329156026639332,0.563542992345699,18.3315,2.42273,80.8657,3118.6,11.4431,6.83493,24.9912,97.0734
12358500,1980-09-01T04:00:00Z,79.5941110160412,43.7071824454635,47.3096687921012,37.826610253396,0.475243831114245,0.594386546795736,15.7851,1.92172,81.4807,2279.78,22.8846,11.4979,19.692,30.5238
12358500,1980-10-01T04:00:00Z,52.136978666898,28.9721462652185,36.1814495405816,25.4247295200521,0.487652529359059,0.69396904971698,12.4179,-2.3552,50.0361,1923.71,49.4876,18.4211,9.44195,3.80091
