STAID,POS,PPT_MM,PPT_MMvar,PET_MM,YLD_MM,YLD_MMvar,yieldmm,yieldmmvar,USGS_RC,WAS_RC,tmax,tmin,p,swe,tmaxmvar,tminmvar,pmvar,swemvar
11480390,1980-01-01T05:00:00Z,1546.34734756915,9534.68728158096,605.495368177768,958.68446964832,81.9816165907515,69.3047080066332,588.428830888775,0.044818331480039,0.619967092875586,19.8262,-1.68699,1313.97,11601.7,73.7035,10.0512,14626.1,124198
11480390,1981-01-01T05:00:00Z,2001.80392923698,29464.0977201687,618.268912582575,1187.47341049355,9419.95772032538,999.322654081624,12820.0958227194,0.499211056330842,0.593201658339321,19.8862,-0.488485,1781.12,19367.6,81.3544,12.5837,26872.2,661244
11480390,1982-01-01T05:00:00Z,2163.86451348998,28750.5017792725,592.282217744264,1243.68440390497,9271.57243282465,1094.62242641368,10643.5459039991,0.505864586063304,0.574751513392629,17.8341,-2.0852,2283.45,73718.3,94.3155,19.6951,36932.1,3467840
11480390,1983-01-01T05:00:00Z,3080.66757258254,60667.4831937748,600.199273248272,2203.72776012203,28359.8585588105,1734.6790556597,22817.0053865625,0.563085440018933,0.71534097990152,18.0539,-0.297278,3570.43,68989,91.7138,14.165,90246.3,1054440
11480390,1984-01-01T05:00:00Z,1450.23492688972,32133.7041236121,627.439892092935,930.838209035086,6770.48457738878,721.847060260209,4768.88005908865,0.497744914893433,0.641853393388771,19.4612,-0.651897,1708.59,33137.8,92.1613,22.5285,41909,2198650
11480390,1985-01-01T05:00:00Z,883.274810344784,5265.28877587401,617.93413260301,384.725595418987,1206.67028188345,310.979680033478,1018.28650659834,0.352075793842788,0.435567267302472,19.5135,-0.290023,981.278,11337.1,73.654,27.8865,7835.66,719831
11480390,1986-01-01T05:00:00Z,1979.38369841616,43891.5094498395,620.109964172847,1301.49454599781,23872.3585816568,1054.33623858895,30791.0605812299,0.532658847010104,0.657525141304954,19.8492,1.4861,1831.9,1499.22,67.7993,15.916,38289.5,15069.7
11480390,1987-01-01T05:00:00Z,1543.07114284975,24622.7877453209,624.829253006636,683.173254696196,4211.14787721989,631.901870606582,5834.67247115734,0.40950922680051,0.442736070765025,19.4247,0.275783,1345.37,11393.1,99.1439,21.0315,20669.9,633363
11480390,1988-01-01T05:00:00Z,1268.30621452682,20137.4178691492,620.619621107909,803.5610531676,3015.35903187825,464.635579264694,4161.98737127622,0.366343375080001,0.633570224574981,19.2462,0.269117,1194.6,19090.4,99.3946,27.0582,24342.3,2555840
11480390,1989-01-01T05:00:00Z,1206.65898548973,12790.3257329127,590.747767214145,793.123178934772,6999.34551981969,713.444918791688,11595.7655197089,0.591256458842955,0.657288586479038,19.1111,-0.587729,1076.96,8452.95,67.0947,22.9771,12449.3,675018
11480390,1990-01-01T05:00:00Z,1101.79011091618,9526.25423792805,610.242797852815,559.531959399466,3124.20838957817,435.471432990173,1921.36156342952,0.395239917907832,0.507838973916904,19.4429,-0.910623,977.344,13076.1,77.5792,30.808,8567.47,1534480
11480390,1991-01-01T05:00:00Z,1161.81652680178,14643.9279622452,609.199270828687,469.021084872174,2831.32675303166,271.37099642635,1564.19933029623,0.233574742798137,0.40369634451946,19.0376,5.17845,1023.15,184.114,69.0762,31.0792,12626.5,879.912
11480390,1992-01-01T05:00:00Z,1584.9677960028,20642.6294544396,633.736906538848,651.069080376538,4215.32513518421,440.076807744733,2747.56152070385,0.277656624225794,0.410777482052631,18.9149,6.03468,1330.72,350.259,67.5744,25.613,13795.3,5183.15
11480390,1993-01-01T05:00:00Z,1684.9448098906,16637.533207148,578.291414567492,1178.45948891136,12502.8693327034,1072.15213879405,15205.3716757592,0.636312912150317,0.69940539416711,16.9894,4.18523,1475.67,1158.22,65.7429,26.9113,13393.9,19580.7
