STAID,POS,PPT_MM,PPT_MMvar,PET_MM,YLD_MM,YLD_MMvar,yieldmm,yieldmmvar,USGS_RC,WAS_RC,tmax,tmin,p,swe,tmaxmvar,tminmvar,pmvar,swemvar
9512280,1980-01-01T05:00:00Z,629.094690208385,29.8662114822208,1079.97449463222,134.470557067802,0.00332159330282591,2.7163821284738,0.0729341990537905,0.0043179225174735,0.213752490937825,24.5684,8.47031,675.193,0,63.6702,40.9444,6980.29,0
9512280,1981-01-01T05:00:00Z,393.394815218396,609.427692530884,1126.87780170646,10.5888484082769,0.403165435268577,9.99079434909885,0.586757449448489,0.0253963549152329,0.0269165937085328,25.1533,9.30289,399.509,0,58.5946,50.1725,731.138,0
9512280,1982-01-01T05:00:00Z,656.277603627841,1969.69536431646,1028.78179093354,34.0810782359384,7.09660298964685,45.8545061621446,31.0216062027359,0.0698705942556399,0.0519308872457956,23.6066,8.56951,805.899,19.6667,69.5213,49.068,2618.96,31.7332
9512280,1983-01-01T05:00:00Z,709.353786752886,2061.51700722585,1028.08825729943,144.686015414139,199.699950301359,87.6173256130143,123.064458323898,0.123517104228186,0.203968764410844,23.8031,8.70548,781.645,0,72.0426,48.8302,2990.39,0
9512280,1984-01-01T05:00:00Z,549.363223057622,2493.44893308763,1040.94166209276,42.7631815119041,25.9753093482598,26.3894345697048,12.6775940584906,0.0480364055366277,0.0778413619934269,24.3294,8.60262,548.026,0,64.8629,52.9941,2589.45,0
9512280,1985-01-01T05:00:00Z,496.730353490069,897.079437152372,1048.24859684625,77.7668471191906,83.0134344634097,13.8227963809478,1.73742279238309,0.0278275653658523,0.15655746940527,24.2744,8.57533,585,1213.03,76.6387,53.2336,1344.06,113857
9512280,1986-01-01T05:00:00Z,484.458053616843,1058.99534350308,1069.54232196304,27.1162881539447,3.17948865377994,6.56303436939674,0.90753802185906,0.0135471674387468,0.0559724169130871,24.4897,10.3593,481.031,0,51.8509,41.4584,1378.82,0
9512280,1987-01-01T05:00:00Z,482.873259205203,780.823835354282,1076.28598924003,28.2792242252415,4.83332502883428,10.8659174574989,1.58991849959725,0.0225026282784512,0.058564485993257,24.2599,9.99882,482.373,4.31579,77.4799,54.0799,927.406,0.711128
9512280,1988-01-01T05:00:00Z,457.525455319087,1256.02151597859,1110.0289541064,23.431235653685,1.67860963505128,9.52885899573153,1.84720738136175,0.0208269482822238,0.051212966144897,25.025,10.4837,460.276,1.31579,65.7807,52.8786,1456.34,0.09391
9512280,1989-01-01T05:00:00Z,314.485057365763,786.454862171544,1141.83213280515,11.1394637611685,1.08604697885044,4.03217833990376,0.635716821579032,0.0128215260008812,0.0354212815530141,25.9429,10.8808,363.754,2,62.0993,47.9553,972.848,0.333333
9512280,1990-01-01T05:00:00Z,492.119028905467,1024.90943003963,1084.03743034403,18.578440300151,1.15268853729546,3.6560698750936,0.135778103724619,0.00742923898558678,0.0377519242478221,24.3811,10.144,526.386,195.789,68.0441,55.0365,991.036,2309.48
9512280,1991-01-01T05:00:00Z,559.06077353127,3116.39539240043,1070.53063093359,46.3726869034815,33.9348905121519,54.959157334071,198.477363118624,0.0983062306212706,0.0829474881783809,24.113,10.1888,529.732,0,66.5985,47.9138,2526.24,0
9512280,1992-01-01T05:00:00Z,810.802093717783,3269.55575572394,1078.12740593154,114.774852400592,124.473926189439,46.8273837629497,24.3478986566105,0.0577543942298316,0.141557173186755,24.167,10.3517,826.267,0,70.455,48.0699,3313.15,0
9512280,1993-01-01T05:00:00Z,816.992201271035,8233.19256077213,1083.07875347901,359.401008383821,2006.48980607108,240.823507602264,1916.69744581322,0.294768428912299,0.439907514202317,24.3764,10.3761,772.983,0,69.8713,43.8258,7070.08,0
9512280,1994-01-01T05:00:00Z,401.283683744458,868.882011054744,1135.06777353985,13.0898014255561,1.37008737071833,7.04078676264922,0.602814600654973,0.0175456592128298,0.0326198197330441,24.9518,10.6013,383.368,0,75.0426,58.3404,806.112,0
9512280,1995-01-01T05:00:00Z,521.671222392451,2166.11641556661,1114.07638143443,66.7000486792772,43.6327569482828,64.529633295402,84.5401631799425,0.123697897306776,0.127858401644971,25.2916,10.8753,468.732,0,66.2992,42.97,1550.44,0
9512280,1996-01-01T05:00:00Z,270.777329261418,753.656471941306,1136.5387189597,6.43997526469529,0.285478278295597,3.26634838415277,0.111231845027156,0.0120628576737284,0.0237832882178918,25.8097,11.1321,282.004,1.75439,58.7312,48.8259,822.147,0.240204
9512280,1997-01-01T05:00:00Z,350.933054219988,672.878917121282,1134.06030040758,11.4888488900892,1.03347980151069,8.65801426697253,1.10885199284762,0.0246714128602577,0.0327380072977886,24.8967,11.0279,330.11,0,70.6679,52.6841,742.144,0
9512280,1998-01-01T05:00:00Z,524.062064446797,1624.77815878106,1060.91077841072,27.5329298666835,8.67479257348109,19.1183931936455,10.1052376119233,0.0364811622337652,0.0525375365525597,23.6755,9.94371,422.07,3.73684,72.6765,53.3158,2038.52,1.16367
9512280,1999-01-01T05:00:00Z,324.254352733101,1243.69507233567,1097.45810985253,11.7373882170692,1.42988650265218,4.53936079917206,1.45871596969395,0.0139993827713039,0.0361980899196454,25.4063,10.7772,308.776,0,48.6806,46.6577,1340.71,0
9512280,2000-01-01T05:00:00Z,401.600108349344,2384.21341453026,1158.91242843753,23.1357620837711,5.17852116506482,8.50360365629039,3.89006687156836,0.0211743061804487,0.0576089537895389,25.3634,11.2517,411.263,0.0701754,69.9181,56.4096,3949.56,0.000410383
