STAID,POS,PPT_MM,PET_MM,YLD_MM,yieldmm,USGS_RC,WAS_RC,tmax,tmin,p,swe,tmaxdvar,tmindvar,pdvar,swedvar
6406000,1980-01-01T05:00:00Z,5.99990268270817,12.0288319917582,2.67716328386574,1.0131946848837,0.16886851978512,0.446201117825023,0.740076,-13.442,6.65404,11.3147,75.839,74.5289,0.157804,1.11383
6406000,1980-02-01T05:00:00Z,8.38517243755305,16.3190471601951,2.26807571878276,0.613411723997104,0.0731543362483442,0.270486473077783,3.96552,-9.59706,10.1137,87.2949,42.7599,38.9721,0.46454,4.85528
6406000,1980-03-01T05:00:00Z,22.002684034291,22.8094089326768,1.92869713644443,0.736766915294511,0.0334853199794291,0.0876573573223416,5.81982,-7.78145,25.8122,201.476,22.9035,22.8761,4.30542,10.7318
6406000,1980-04-01T05:00:00Z,33.6263422557082,42.130982717178,1.74385384706005,0.830404719597542,0.0246950653533118,0.0518597542902255,14.436,-0.563866,34.5914,135.321,54.887,14.7372,6.19564,14.2333
6406000,1980-05-01T04:00:00Z,58.7450173038804,64.3807904389986,1.71203518398064,0.683499900870631,0.0116350276540898,0.029143496121969,18.9275,4.2231,64.8929,1.75288,27.4836,16.0248,12.9196,0.0112928
6406000,1980-06-01T04:00:00Z,73.5680073678738,96.0209343442113,2.14907762909581,0.40953923510739,0.00556681157693324,0.0292121223067716,25.7641,9.64152,81.1581,0,21.2349,10.9103,27.0688,0
6406000,1980-07-01T04:00:00Z,61.0254350585579,124.623991837729,1.87918123264977,0.260896229594015,0.00427520474608117,0.0307934098437245,30.6595,13.585,59.7249,0,9.34044,4.44721,15.7386,0
6406000,1980-08-01T04:00:00Z,68.8936705008133,93.2343637779826,2.09368617495583,0.335245767621452,0.0048661330596037,0.0303901092761651,26.5448,10.6857,84.6343,0,17.3715,5.90822,23.2215,0
6406000,1980-09-01T04:00:00Z,15.333696300693,63.6452347813472,1.46872329730519,0.340908892312833,0.0222326623423098,0.0957840346191554,23.3403,6.23042,12.6837,0,21.866,13.8706,4.9307,0
6406000,1980-10-01T04:00:00Z,53.1085549779447,37.5030068858036,1.47208606519282,0.312200775065437,0.00587854019366729,0.0277184356796031,15.3085,0.525456,52.944,0,67.2076,23.8735,55.6187,0
6406000,1980-11-01T05:00:00Z,9.11159426644185,23.1918321669349,1.28820869816378,0.504634873489391,0.0553838174454244,0.141381262213165,9.42238,-3.31744,8.81549,12,43.9272,24.5584,1.54434,0.118231
6406000,1980-12-01T05:00:00Z,15.3365476365383,17.6477741400345,1.39345744668276,0.525941679258943,0.0342933554358689,0.0908586130142445,6.00697,-7.33207,16.1516,112.178,59.9593,52.0476,3.06795,11.299
