STAID,POS,PPT_MM,PPT_MMvar,PET_MM,YLD_MM,YLD_MMvar,yieldmm,yieldmmvar,USGS_RC,WAS_RC,tmax,tmin,p,swe,tmaxmvar,tminmvar,pmvar,swemvar
2296500,1980-01-01T05:00:00Z,1035.66256025908,1161.87495541843,1233.37274751754,130.686515200886,87.6331515544788,94.7687543342421,77.6835675165466,0.0915054362016665,0.126186385619842,28.7628,15.5531,1075.39,0,22.0967,28.9493,1543.76,0
2296500,1981-01-01T05:00:00Z,1001.43636651484,6272.06564098104,1224.95767473677,252.819193308943,882.645076898657,62.5760336036796,105.985574200458,0.0624862804028719,0.252456573140831,28.9911,14.6756,1065.79,0,24.9377,41.6599,7898.91,0
2296500,1982-01-01T05:00:00Z,1691.65611971466,13185.1040096695,1277.16896878825,690.313025803809,4231.00649195668,524.629189738254,3562.13182076511,0.310127562939178,0.408069357453243,29.3077,17.007,1736.42,0,9.07434,16.8322,13948.8,0
2296500,1983-01-01T05:00:00Z,1522.09200145169,3871.73962054148,1217.52118548503,509.991205811012,1034.1174589845,354.798231721592,908.963862101999,0.233099071135782,0.335059382300551,28.05,15.8605,1716.23,0,21.6398,25.0431,5750.16,0
2296500,1984-01-01T05:00:00Z,1109.706240953,4095.15644114992,1211.72230151852,315.230813948974,391.451883848396,139.771133208364,186.013873653906,0.125953273082731,0.284066901956195,28.6033,15.6212,1201.07,0,15.1504,20.7931,4704.61,0
2296500,1985-01-01T05:00:00Z,1123.78916673041,5196.67836574507,1256.9395316835,275.98848041845,1001.91562769894,93.3461244846738,198.658607678088,0.0830637340598843,0.245587418520344,29.2276,16.0002,1180.54,0,19.4831,32.3741,6324.29,0
2296500,1986-01-01T05:00:00Z,1294.53103568295,7050.6649493368,1266.4796221245,369.489879739837,861.07268945285,107.881613535144,114.898713335637,0.0833364442886683,0.285423732266803,29.4404,16.5204,1437.54,0,13.5642,23.9011,11445.6,0
2296500,1987-01-01T05:00:00Z,1255.21513565037,3536.99358980599,1240.13169498742,389.901408208959,613.9652946007,205.789195747483,130.701942994755,0.163947350460251,0.310625164671025,28.6532,15.9753,1334.34,0,19.1819,24.9882,4717.37,0
2296500,1988-01-01T05:00:00Z,1179.79717130185,4050.60410786892,1220.83224470167,309.770370169697,642.200014546193,287.415281400448,1165.93767546308,0.243614146898911,0.262562394371467,28.6083,15.8113,1248.34,0,17.4018,24.9925,5304.45,0
2296500,1989-01-01T05:00:00Z,1149.23878124265,3996.44572769783,1265.01322820417,247.510584579122,735.094658069054,106.980704794895,96.3050570305611,0.0930883177116755,0.215369154451517,29.6424,16.1132,1196.78,0,16.9329,24.5485,4559.29,0
