STAID,POS,PPT_MM,PET_MM,YLD_MM,yieldmm,USGS_RC,WAS_RC,tmax,tmin,p,swe,tmaxdvar,tmindvar,pdvar,swedvar
8079600,1980-01-01T05:00:00Z,13.6191670910001,28.6896670051247,1.14518156842871,0.000350664373965906,2.57478575321712e-05,0.0840860208834266,11.8537,-2.21874,16.2242,9.48942,51.3089,14.9267,1.85714,0.511291
8079600,1980-02-01T05:00:00Z,10.133709594149,32.4783221087788,1.0131266657871,5.8444062327651e-05,5.76729200542666e-06,0.0999758929713222,14.9751,-1.69194,8.37235,36.4473,68.0317,22.4673,1.41152,4.77674
8079600,1980-03-01T05:00:00Z,4.92347358723218,46.7537863075909,0.744080594358904,0,0,0.151129193886303,19.7269,0.0427671,3.08692,0,27.5142,21.0723,0.0616824,0
8079600,1980-04-01T05:00:00Z,42.1627415286092,66.1136479244854,0.741928741521709,0,0,0.0175967860395956,24.1653,5.00006,39.0257,0,29.0387,11.6037,19.5985,0
8079600,1980-05-01T04:00:00Z,76.3806487105161,100.613464053523,1.71002729407848,0.977126278055998,0.012792851259477,0.0223882268997153,27.8637,12.1585,82.8986,0,20.5004,8.15825,86.313,0
8079600,1980-06-01T04:00:00Z,53.0457771903072,153.764439838399,1.44905957305684,1.09643252579011,0.0206695534284764,0.0273171522750659,35.7203,19.1727,41.7863,0,21.1935,2.92438,27.543,0
8079600,1980-07-01T04:00:00Z,7.41757642357473,168.293315873944,0.758380681750569,0,0,0.102241033788377,37.1683,20.3818,6.20423,0,2.46172,1.37997,0.917018,0
8079600,1980-08-01T04:00:00Z,21.2338875669868,144.351426054028,0.61537046560236,0.0957094575693195,0.00450739212343401,0.0289805841563889,34.345,19.5916,14.9691,0,4.86545,1.05591,1.63133,0
8079600,1980-09-01T04:00:00Z,161.291469131751,100.163456614186,7.934145634174,5.51856597427287,0.0342148658201199,0.0491913532493959,29.0471,16.3395,167.416,0,33.7497,6.99137,138.159,0
8079600,1980-10-01T04:00:00Z,2.83310036999665,63.9820681715416,4.80574388514958,0.0342628315395854,0.0120937584500848,1.69628437313545,23.8563,7.73798,1.66177,0,22.6986,25.6163,0.0312547,0
8079600,1980-11-01T05:00:00Z,36.9054410501316,34.8376043742838,2.85739849800177,0.0158967849531211,0.000430743665453754,0.0774248570588913,15.4029,0.657464,38.2259,33.2852,94.6461,29.4824,11.4386,6.90512
8079600,1980-12-01T05:00:00Z,22.0007384689564,33.4668759347797,2.08960277753659,0.336382106234587,0.0152895825160247,0.0949787563033429,15.4202,-0.585575,21.4882,0.252055,47.3336,18.3969,12.1378,0.00211772
8079600,1981-01-01T05:00:00Z,7.76002205526563,30.1849135271046,1.77903267069561,0.00292220311638255,0.000376571496262651,0.229256135875082,13.1663,-2.12716,8.75019,0,29.9039,5.38431,1.12083,0
8079600,1981-02-01T05:00:00Z,28.4823207376424,34.4517014300482,1.59103186020778,0.304793090546491,0.0107011325851574,0.0558603308650008,16.3561,-1.46644,27.1427,0,43.4202,33.6189,21.9208,0
8079600,1981-03-01T05:00:00Z,15.6723244854046,48.2015973258244,1.30107165141568,0.104366484301603,0.00665928557048431,0.0830171460926136,17.5456,3.28332,16.2117,0,20.6625,8.2866,1.11173,0
8079600,1981-04-01T05:00:00Z,64.0313140973808,78.3200497213289,2.12283641259171,0.250681194338877,0.00391497813019476,0.0331530977072129,24.9013,9.74957,63.1995,0,30.2106,15.2333,18.1816,0
8079600,1981-05-01T04:00:00Z,56.5272897861895,100.76785527646,2.01583546716631,0.140996300365458,0.00249430497904227,0.0356612792651312,27.8554,12.1312,55.3928,0,15.6103,8.802,14.5989,0
8079600,1981-06-01T04:00:00Z,34.8757313335647,138.813277561884,1.4592995718298,0.166244135291003,0.00476675696635523,0.0418428378711976,33.4473,17.5962,42.4799,0,17.0527,9.11114,24.18,0
8079600,1981-07-01T04:00:00Z,56.6843077065965,154.584502482682,1.18335881708197,0,0,0.0208763036007628,34.4759,19.9007,62.6289,0,5.76186,1.1007,29.2545,0
8079600,1981-08-01T04:00:00Z,91.8319759943911,126.986117043074,2.22990825902452,0.352848720795402,0.00384232961312902,0.024282481509063,31.4066,18.1814,93.0894,0,7.79688,3.80781,45.2263,0
8079600,1981-09-01T04:00:00Z,55.8016886516532,99.0887973658944,2.09317717373372,0.336462466820287,0.00602961084064467,0.0375110005505489,29.2303,15.1012,58.2349,0,12.4034,6.70562,23.2075,0
8079600,1981-10-01T04:00:00Z,163.979353808636,64.9396073064519,9.67275780880909,5.84747454603731,0.0356598218630701,0.0589876565808229,22.6823,9.62869,172.184,0,29.9269,27.4566,234.138,0
8079600,1981-11-01T05:00:00Z,12.071638898934,44.5819568589595,6.24277215703528,0.0160648116323131,0.00133078961082341,0.517143712572995,20.5074,3.42392,13.6244,0,23.9583,7.03614,2.23605,0
8079600,1981-12-01T05:00:00Z,6.44847805882831,33.0740641624865,3.7305647958051,0.00521613256274286,0.00080889358933333,0.578518646069944,15.584,-0.90366,6.96314,0,27.5444,13.8178,1.29195,0
8079600,1982-01-01T05:00:00Z,13.2169592969036,27.6760140113801,2.72064285726695,0.00490930123552269,0.000371439536525836,0.20584483890363,12.8279,-3.94296,14.1875,71.1273,47.9479,31.6021,3.40344,16.8122
