STAID,POS,PPT_MM,PPT_MMvar,PET_MM,YLD_MM,YLD_MMvar,yieldmm,yieldmmvar,USGS_RC,WAS_RC,tmax,tmin,p,swe,tmaxmvar,tminmvar,pmvar,swemvar
11253310,1980-01-01T05:00:00Z,428.519438438103,3256.94925941623,870.640211849089,146.931915519388,549.720476226947,31.1090705553023,13.1158026086539,0.0725966380164475,0.342882731422722,22.8629,3.43501,465.223,6.62162,60.6918,16.1407,3336.97,3.65382
11253310,1981-01-01T05:00:00Z,410.028944674526,1701.42562054522,930.381823484173,54.0754887592608,34.6612769555814,6.47878795363887,0.93954912290537,0.015800806352297,0.13188212554649,23.7769,3.97004,454.034,44.3784,75.3348,18.2833,2442.82,50.0688
11253310,1982-01-01T05:00:00Z,553.731991455321,2052.23534681214,851.672483239024,131.539807236067,204.918393871008,16.8530149628379,5.30312078044259,0.0304353283229035,0.237551395378753,21.5325,3.36585,612.223,101.432,72.7379,23.0303,2556.89,202.832
11253310,1983-01-01T05:00:00Z,800.682131850237,4499.87995537287,872.460116577246,347.158307195544,1393.91996374203,144.377858688049,251.268471736577,0.180318572058573,0.433578187130667,21.5267,4.43187,854.541,158.514,74.3007,16.075,4825.59,328.616
11253310,1984-01-01T05:00:00Z,251.187083097259,1070.53026383502,946.587028525183,31.6736185740114,11.0102133203812,5.59735751652605,0.58740877205485,0.0222836200313643,0.126095729857843,23.5974,4.05255,240.838,129.027,86.1114,32.9856,890.826,633.644
11253310,1985-01-01T05:00:00Z,241.260602152064,840.585443946009,893.751971936743,32.1966499819619,5.94231961205861,1.60136347908742,0.0399122764108772,0.00663748438328982,0.133451751735531,23.0373,2.48331,248.622,168.081,80.848,28.4676,989.303,1688.5
11253310,1986-01-01T05:00:00Z,424.34647075016,3247.06977377514,912.19160463101,165.017521552939,703.578445142256,37.7162438595416,35.6388782382157,0.0888807765806719,0.388874499795465,23.8616,3.75447,418.635,121.541,57.2502,18.5381,3450.23,899.562
11253310,1987-01-01T05:00:00Z,405.167917808484,1157.84115071214,906.992358750259,38.13348334503,10.4655870967207,4.43254485775563,0.393858480157149,0.0109400193424269,0.0941177266731546,23.2021,3.54252,405.054,338.811,76.2208,21.0629,1387.98,3222
11253310,1988-01-01T05:00:00Z,318.40708824883,1318.1046434652,928.994996384543,42.0401110852488,17.7738776270289,2.95530076034046,0.196191499042902,0.00928151686758601,0.132032585444188,23.9831,3.42647,328.142,157.054,67.5647,26.2679,1125.8,730.065
11253310,1989-01-01T05:00:00Z,170.766738526058,209.294484107253,905.79646931331,13.8874058168793,1.720461758246,0.0231581170386866,4.46915320647922e-05,0.000135612574430897,0.081323833533075,23.5704,2.91107,197.973,75.1081,62.1023,32.6175,342.273,192.073
11253310,1990-01-01T05:00:00Z,221.441638938973,647.851068281136,929.691426903314,16.7262675656801,3.44421793139652,1.47135299746673,0.089436526338865,0.00664442787055156,0.0755335249767082,22.1242,6.60723,257.791,589.27,57.9961,50.2665,1032.7,11062.8
11253310,1991-01-01T05:00:00Z,435.024828049388,4320.12928577882,912.640147903652,98.9577198904062,419.13349515548,15.9372536329221,16.3447028840518,0.0366352736793974,0.227476027826098,22.1192,7.66272,465.155,6.89189,68.898,24.5289,6186.77,3.89098
11253310,1992-01-01T05:00:00Z,486.497858678093,3344.80015728409,955.511461991685,143.711651264001,448.790061897343,12.6477853065409,4.31113408156717,0.0259976176275623,0.295400377823846,21.9574,9.57956,512.331,0,63.4614,29.8359,3848.81,0
11253310,1993-01-01T05:00:00Z,570.253073476482,6671.10317097739,892.196194026767,288.643424473364,1804.39625274814,75.5824060557021,83.618332357565,0.132541865307139,0.506167240298561,21.1694,8.50858,583.723,1.62162,56.3812,24.9559,6758.03,0.219138
11253310,1994-01-01T05:00:00Z,330.729438765826,899.362414840594,905.31950490934,29.9140702595903,9.98997613977729,3.53445682768516,0.216194038679499,0.0106868527968801,0.090448767945242,21.4626,8.41064,343.865,0,66.3082,34.4495,827.397,0
11253310,1995-01-01T05:00:00Z,724.436967724542,11415.6728507022,928.07154073755,338.393020079958,2820.83250807828,110.08515646406,329.486670717647,0.151959606382095,0.467111750443729,21.8673,9.47724,746.162,0,52.5299,19.0862,11722.6,0
11253310,1996-01-01T05:00:00Z,622.696545779811,3360.35818514915,965.49414680796,164.051469196942,385.238253550704,17.2615322730554,4.0363823596347,0.0277206167113687,0.263453314955358,22.3723,9.67242,612.291,0.0810811,61.6295,27.0724,3122.59,0.000547845
11253310,1997-01-01T05:00:00Z,454.436851215547,4468.22447263963,961.592082874197,189.085008862679,1227.32117313457,27.909593859168,20.9971281291218,0.0614157803983418,0.41608643391685,22.2175,9.29952,393.581,0.972973,54.889,25.6014,3976.43,0.0788897
